Source;Target
17836.0;13322.0
17836.0;13544.0
17836.0;13642.0
17836.0;14048.0
17836.0;14448.0
17836.0;14985.0
17836.0;15720.0
17836.0;15880.0
17836.0;16402.0
17836.0;17329.0
17836.0;17793.0
17836.0;18119.0
18119.0;12350.0
18119.0;13322.0
18119.0;13544.0
18119.0;13642.0
18119.0;14048.0
18119.0;14448.0
18119.0;14985.0
18119.0;15720.0
18119.0;15880.0
18119.0;16402.0
18119.0;17329.0
18119.0;17793.0
18119.0;17836.0
12350.0;14048.0
12350.0;14954.0
12350.0;15006.0
12350.0;16096.0
12350.0;16415.0
12350.0;17793.0
12350.0;17836.0
12350.0;17908.0
12350.0;17935.0
12350.0;18101.0
12350.0;18119.0
14048.0;12350.0
14048.0;14954.0
14048.0;15006.0
14048.0;16096.0
14048.0;16415.0
14048.0;17793.0
14048.0;17836.0
14048.0;17908.0
14048.0;17935.0
14048.0;18101.0
14048.0;18119.0
14954.0;12350.0
14954.0;14048.0
14954.0;15006.0
14954.0;16096.0
14954.0;16415.0
14954.0;17793.0
14954.0;17836.0
14954.0;17908.0
14954.0;17935.0
14954.0;18101.0
14954.0;18119.0
15006.0;12350.0
15006.0;14048.0
15006.0;14954.0
15006.0;16096.0
15006.0;16415.0
15006.0;17793.0
15006.0;17836.0
15006.0;17908.0
15006.0;17935.0
15006.0;18101.0
15006.0;18119.0
16096.0;12350.0
16096.0;14048.0
16096.0;14954.0
16096.0;15006.0
16096.0;16415.0
16096.0;17793.0
16096.0;17836.0
16096.0;17908.0
16096.0;17935.0
16096.0;18101.0
16096.0;18119.0
16415.0;12350.0
16415.0;14048.0
16415.0;14954.0
16415.0;15006.0
16415.0;16096.0
16415.0;17793.0
16415.0;17836.0
16415.0;17908.0
16415.0;17935.0
16415.0;18101.0
16415.0;18119.0
17793.0;12350.0
17793.0;14048.0
17793.0;14954.0
17793.0;15006.0
17793.0;16096.0
17793.0;16415.0
17793.0;17836.0
17793.0;17908.0
17793.0;17935.0
17793.0;18101.0
17793.0;18119.0
17836.0;12350.0
17836.0;14048.0
17836.0;14954.0
17836.0;15006.0
17836.0;16096.0
17836.0;16415.0
17836.0;17793.0
17836.0;17908.0
17836.0;17935.0
17836.0;18101.0
17836.0;18119.0
17908.0;12350.0
17908.0;14048.0
17908.0;14954.0
17908.0;15006.0
17908.0;16096.0
17908.0;16415.0
17908.0;17793.0
17908.0;17836.0
17908.0;17935.0
17908.0;18101.0
17908.0;18119.0
17935.0;12350.0
17935.0;14048.0
17935.0;14954.0
17935.0;15006.0
17935.0;16096.0
17935.0;16415.0
17935.0;17793.0
17935.0;17836.0
17935.0;17908.0
17935.0;18101.0
17935.0;18119.0
18101.0;12350.0
18101.0;14048.0
18101.0;14954.0
18101.0;15006.0
18101.0;16096.0
18101.0;16415.0
18101.0;17793.0
18101.0;17836.0
18101.0;17908.0
18101.0;17935.0
18101.0;18119.0
18119.0;12350.0
18119.0;14048.0
18119.0;14954.0
18119.0;15006.0
18119.0;16096.0
18119.0;16415.0
18119.0;17793.0
18119.0;17836.0
18119.0;17908.0
18119.0;17935.0
18119.0;18101.0
12350.0;12872.0
12350.0;12988.0
12350.0;13151.0
12350.0;13259.0
12350.0;13350.0
12350.0;13565.0
12350.0;13598.0
12350.0;14335.0
12350.0;14375.0
12350.0;14549.0
12350.0;14619.0
12350.0;14896.0
12350.0;14965.0
12350.0;15092.0
12350.0;15303.0
12350.0;15406.0
12350.0;15457.0
12350.0;15503.0
12350.0;15520.0
12350.0;15664.0
12350.0;15976.0
12350.0;16056.0
12350.0;16212.0
12350.0;16222.0
12350.0;16374.0
12350.0;16399.0
12350.0;16788.0
12350.0;17189.0
12350.0;17486.0
12350.0;17507.0
12350.0;17604.0
12350.0;17786.0
12350.0;17889.0
12350.0;18228.0
12872.0;12350.0
12872.0;12988.0
12872.0;13151.0
12872.0;13259.0
12872.0;13350.0
12872.0;13565.0
12872.0;13598.0
12872.0;14335.0
12872.0;14375.0
12872.0;14549.0
12872.0;14619.0
12872.0;14896.0
12872.0;14965.0
12872.0;15092.0
12872.0;15303.0
12872.0;15406.0
12872.0;15457.0
12872.0;15503.0
12872.0;15520.0
12872.0;15664.0
12872.0;15976.0
12872.0;16056.0
12872.0;16212.0
12872.0;16222.0
12872.0;16374.0
12872.0;16399.0
12872.0;16788.0
12872.0;17189.0
12872.0;17486.0
12872.0;17507.0
12872.0;17604.0
12872.0;17786.0
12872.0;17889.0
12872.0;18228.0
12988.0;12350.0
12988.0;12872.0
12988.0;13151.0
12988.0;13259.0
12988.0;13350.0
12988.0;13565.0
12988.0;13598.0
12988.0;14335.0
12988.0;14375.0
12988.0;14549.0
12988.0;14619.0
12988.0;14896.0
12988.0;14965.0
12988.0;15092.0
12988.0;15303.0
12988.0;15406.0
12988.0;15457.0
12988.0;15503.0
12988.0;15520.0
12988.0;15664.0
12988.0;15976.0
12988.0;16056.0
12988.0;16212.0
12988.0;16222.0
12988.0;16374.0
12988.0;16399.0
12988.0;16788.0
12988.0;17189.0
12988.0;17486.0
12988.0;17507.0
12988.0;17604.0
12988.0;17786.0
12988.0;17889.0
12988.0;18228.0
13151.0;12350.0
13151.0;12872.0
13151.0;12988.0
13151.0;13259.0
13151.0;13350.0
13151.0;13565.0
13151.0;13598.0
13151.0;14335.0
13151.0;14375.0
13151.0;14549.0
13151.0;14619.0
13151.0;14896.0
13151.0;14965.0
13151.0;15092.0
13151.0;15303.0
13151.0;15406.0
13151.0;15457.0
13151.0;15503.0
13151.0;15520.0
13151.0;15664.0
13151.0;15976.0
13151.0;16056.0
13151.0;16212.0
13151.0;16222.0
13151.0;16374.0
13151.0;16399.0
13151.0;16788.0
13151.0;17189.0
13151.0;17486.0
13151.0;17507.0
13151.0;17604.0
13151.0;17786.0
13151.0;17889.0
13151.0;18228.0
13259.0;12350.0
13259.0;12872.0
13259.0;12988.0
13259.0;13151.0
13259.0;13350.0
13259.0;13565.0
13259.0;13598.0
13259.0;14335.0
13259.0;14375.0
13259.0;14549.0
13259.0;14619.0
13259.0;14896.0
13259.0;14965.0
13259.0;15092.0
13259.0;15303.0
13259.0;15406.0
13259.0;15457.0
13259.0;15503.0
13259.0;15520.0
13259.0;15664.0
13259.0;15976.0
13259.0;16056.0
13259.0;16212.0
13259.0;16222.0
13259.0;16374.0
13259.0;16399.0
13259.0;16788.0
13259.0;17189.0
13259.0;17486.0
13259.0;17507.0
13259.0;17604.0
13259.0;17786.0
13259.0;17889.0
13259.0;18228.0
13350.0;12350.0
13350.0;12872.0
13350.0;12988.0
13350.0;13151.0
13350.0;13259.0
13350.0;13565.0
13350.0;13598.0
13350.0;14335.0
13350.0;14375.0
13350.0;14549.0
13350.0;14619.0
13350.0;14896.0
13350.0;14965.0
13350.0;15092.0
13350.0;15303.0
13350.0;15406.0
13350.0;15457.0
13350.0;15503.0
13350.0;15520.0
13350.0;15664.0
13350.0;15976.0
13350.0;16056.0
13350.0;16212.0
13350.0;16222.0
13350.0;16374.0
13350.0;16399.0
13350.0;16788.0
13350.0;17189.0
13350.0;17486.0
13350.0;17507.0
13350.0;17604.0
13350.0;17786.0
13350.0;17889.0
13350.0;18228.0
13565.0;12350.0
13565.0;12872.0
13565.0;12988.0
13565.0;13151.0
13565.0;13259.0
13565.0;13350.0
13565.0;13598.0
13565.0;14335.0
13565.0;14375.0
13565.0;14549.0
13565.0;14619.0
13565.0;14896.0
13565.0;14965.0
13565.0;15092.0
13565.0;15303.0
13565.0;15406.0
13565.0;15457.0
13565.0;15503.0
13565.0;15520.0
13565.0;15664.0
13565.0;15976.0
13565.0;16056.0
13565.0;16212.0
13565.0;16222.0
13565.0;16374.0
13565.0;16399.0
13565.0;16788.0
13565.0;17189.0
13565.0;17486.0
13565.0;17507.0
13565.0;17604.0
13565.0;17786.0
13565.0;17889.0
13565.0;18228.0
13598.0;12350.0
13598.0;12872.0
13598.0;12988.0
13598.0;13151.0
13598.0;13259.0
13598.0;13350.0
13598.0;13565.0
13598.0;14335.0
13598.0;14375.0
13598.0;14549.0
13598.0;14619.0
13598.0;14896.0
13598.0;14965.0
13598.0;15092.0
13598.0;15303.0
13598.0;15406.0
13598.0;15457.0
13598.0;15503.0
13598.0;15520.0
13598.0;15664.0
13598.0;15976.0
13598.0;16056.0
13598.0;16212.0
13598.0;16222.0
13598.0;16374.0
13598.0;16399.0
13598.0;16788.0
13598.0;17189.0
13598.0;17486.0
13598.0;17507.0
13598.0;17604.0
13598.0;17786.0
13598.0;17889.0
13598.0;18228.0
14335.0;12350.0
14335.0;12872.0
14335.0;12988.0
14335.0;13151.0
14335.0;13259.0
14335.0;13350.0
14335.0;13565.0
14335.0;13598.0
14335.0;14375.0
14335.0;14549.0
14335.0;14619.0
14335.0;14896.0
14335.0;14965.0
14335.0;15092.0
14335.0;15303.0
14335.0;15406.0
14335.0;15457.0
14335.0;15503.0
14335.0;15520.0
14335.0;15664.0
14335.0;15976.0
14335.0;16056.0
14335.0;16212.0
14335.0;16222.0
14335.0;16374.0
14335.0;16399.0
14335.0;16788.0
14335.0;17189.0
14335.0;17486.0
14335.0;17507.0
14335.0;17604.0
14335.0;17786.0
14335.0;17889.0
14335.0;18228.0
14375.0;12350.0
14375.0;12872.0
14375.0;12988.0
14375.0;13151.0
14375.0;13259.0
14375.0;13350.0
14375.0;13565.0
14375.0;13598.0
14375.0;14335.0
14375.0;14549.0
14375.0;14619.0
14375.0;14896.0
14375.0;14965.0
14375.0;15092.0
14375.0;15303.0
14375.0;15406.0
14375.0;15457.0
14375.0;15503.0
14375.0;15520.0
14375.0;15664.0
14375.0;15976.0
14375.0;16056.0
14375.0;16212.0
14375.0;16222.0
14375.0;16374.0
14375.0;16399.0
14375.0;16788.0
14375.0;17189.0
14375.0;17486.0
14375.0;17507.0
14375.0;17604.0
14375.0;17786.0
14375.0;17889.0
14375.0;18228.0
14549.0;12350.0
14549.0;12872.0
14549.0;12988.0
14549.0;13151.0
14549.0;13259.0
14549.0;13350.0
14549.0;13565.0
14549.0;13598.0
14549.0;14335.0
14549.0;14375.0
14549.0;14619.0
14549.0;14896.0
14549.0;14965.0
14549.0;15092.0
14549.0;15303.0
14549.0;15406.0
14549.0;15457.0
14549.0;15503.0
14549.0;15520.0
14549.0;15664.0
14549.0;15976.0
14549.0;16056.0
14549.0;16212.0
14549.0;16222.0
14549.0;16374.0
14549.0;16399.0
14549.0;16788.0
14549.0;17189.0
14549.0;17486.0
14549.0;17507.0
14549.0;17604.0
14549.0;17786.0
14549.0;17889.0
14549.0;18228.0
14619.0;12350.0
14619.0;12872.0
14619.0;12988.0
14619.0;13151.0
14619.0;13259.0
14619.0;13350.0
14619.0;13565.0
14619.0;13598.0
14619.0;14335.0
14619.0;14375.0
14619.0;14549.0
14619.0;14896.0
14619.0;14965.0
14619.0;15092.0
14619.0;15303.0
14619.0;15406.0
14619.0;15457.0
14619.0;15503.0
14619.0;15520.0
14619.0;15664.0
14619.0;15976.0
14619.0;16056.0
14619.0;16212.0
14619.0;16222.0
14619.0;16374.0
14619.0;16399.0
14619.0;16788.0
14619.0;17189.0
14619.0;17486.0
14619.0;17507.0
14619.0;17604.0
14619.0;17786.0
14619.0;17889.0
14619.0;18228.0
14896.0;12350.0
14896.0;12872.0
14896.0;12988.0
14896.0;13151.0
14896.0;13259.0
14896.0;13350.0
14896.0;13565.0
14896.0;13598.0
14896.0;14335.0
14896.0;14375.0
14896.0;14549.0
14896.0;14619.0
14896.0;14965.0
14896.0;15092.0
14896.0;15303.0
14896.0;15406.0
14896.0;15457.0
14896.0;15503.0
14896.0;15520.0
14896.0;15664.0
14896.0;15976.0
14896.0;16056.0
14896.0;16212.0
14896.0;16222.0
14896.0;16374.0
14896.0;16399.0
14896.0;16788.0
14896.0;17189.0
14896.0;17486.0
14896.0;17507.0
14896.0;17604.0
14896.0;17786.0
14896.0;17889.0
14896.0;18228.0
14965.0;12350.0
14965.0;12872.0
14965.0;12988.0
14965.0;13151.0
14965.0;13259.0
14965.0;13350.0
14965.0;13565.0
14965.0;13598.0
14965.0;14335.0
14965.0;14375.0
14965.0;14549.0
14965.0;14619.0
14965.0;14896.0
14965.0;15092.0
14965.0;15303.0
14965.0;15406.0
14965.0;15457.0
14965.0;15503.0
14965.0;15520.0
14965.0;15664.0
14965.0;15976.0
14965.0;16056.0
14965.0;16212.0
14965.0;16222.0
14965.0;16374.0
14965.0;16399.0
14965.0;16788.0
14965.0;17189.0
14965.0;17486.0
14965.0;17507.0
14965.0;17604.0
14965.0;17786.0
14965.0;17889.0
14965.0;18228.0
15092.0;12350.0
15092.0;12872.0
15092.0;12988.0
15092.0;13151.0
15092.0;13259.0
15092.0;13350.0
15092.0;13565.0
15092.0;13598.0
15092.0;14335.0
15092.0;14375.0
15092.0;14549.0
15092.0;14619.0
15092.0;14896.0
15092.0;14965.0
15092.0;15303.0
15092.0;15406.0
15092.0;15457.0
15092.0;15503.0
15092.0;15520.0
15092.0;15664.0
15092.0;15976.0
15092.0;16056.0
15092.0;16212.0
15092.0;16222.0
15092.0;16374.0
15092.0;16399.0
15092.0;16788.0
15092.0;17189.0
15092.0;17486.0
15092.0;17507.0
15092.0;17604.0
15092.0;17786.0
15092.0;17889.0
15092.0;18228.0
15303.0;12350.0
15303.0;12872.0
15303.0;12988.0
15303.0;13151.0
15303.0;13259.0
15303.0;13350.0
15303.0;13565.0
15303.0;13598.0
15303.0;14335.0
15303.0;14375.0
15303.0;14549.0
15303.0;14619.0
15303.0;14896.0
15303.0;14965.0
15303.0;15092.0
15303.0;15406.0
15303.0;15457.0
15303.0;15503.0
15303.0;15520.0
15303.0;15664.0
15303.0;15976.0
15303.0;16056.0
15303.0;16212.0
15303.0;16222.0
15303.0;16374.0
15303.0;16399.0
15303.0;16788.0
15303.0;17189.0
15303.0;17486.0
15303.0;17507.0
15303.0;17604.0
15303.0;17786.0
15303.0;17889.0
15303.0;18228.0
15406.0;12350.0
15406.0;12872.0
15406.0;12988.0
15406.0;13151.0
15406.0;13259.0
15406.0;13350.0
15406.0;13565.0
15406.0;13598.0
15406.0;14335.0
15406.0;14375.0
15406.0;14549.0
15406.0;14619.0
15406.0;14896.0
15406.0;14965.0
15406.0;15092.0
15406.0;15303.0
15406.0;15457.0
15406.0;15503.0
15406.0;15520.0
15406.0;15664.0
15406.0;15976.0
15406.0;16056.0
15406.0;16212.0
15406.0;16222.0
15406.0;16374.0
15406.0;16399.0
15406.0;16788.0
15406.0;17189.0
15406.0;17486.0
15406.0;17507.0
15406.0;17604.0
15406.0;17786.0
15406.0;17889.0
15406.0;18228.0
15457.0;12350.0
15457.0;12872.0
15457.0;12988.0
15457.0;13151.0
15457.0;13259.0
15457.0;13350.0
15457.0;13565.0
15457.0;13598.0
15457.0;14335.0
15457.0;14375.0
15457.0;14549.0
15457.0;14619.0
15457.0;14896.0
15457.0;14965.0
15457.0;15092.0
15457.0;15303.0
15457.0;15406.0
15457.0;15503.0
15457.0;15520.0
15457.0;15664.0
15457.0;15976.0
15457.0;16056.0
15457.0;16212.0
15457.0;16222.0
15457.0;16374.0
15457.0;16399.0
15457.0;16788.0
15457.0;17189.0
15457.0;17486.0
15457.0;17507.0
15457.0;17604.0
15457.0;17786.0
15457.0;17889.0
15457.0;18228.0
15503.0;12350.0
15503.0;12872.0
15503.0;12988.0
15503.0;13151.0
15503.0;13259.0
15503.0;13350.0
15503.0;13565.0
15503.0;13598.0
15503.0;14335.0
15503.0;14375.0
15503.0;14549.0
15503.0;14619.0
15503.0;14896.0
15503.0;14965.0
15503.0;15092.0
15503.0;15303.0
15503.0;15406.0
15503.0;15457.0
15503.0;15520.0
15503.0;15664.0
15503.0;15976.0
15503.0;16056.0
15503.0;16212.0
15503.0;16222.0
15503.0;16374.0
15503.0;16399.0
15503.0;16788.0
15503.0;17189.0
15503.0;17486.0
15503.0;17507.0
15503.0;17604.0
15503.0;17786.0
15503.0;17889.0
15503.0;18228.0
15520.0;12350.0
15520.0;12872.0
15520.0;12988.0
15520.0;13151.0
15520.0;13259.0
15520.0;13350.0
15520.0;13565.0
15520.0;13598.0
15520.0;14335.0
15520.0;14375.0
15520.0;14549.0
15520.0;14619.0
15520.0;14896.0
15520.0;14965.0
15520.0;15092.0
15520.0;15303.0
15520.0;15406.0
15520.0;15457.0
15520.0;15503.0
15520.0;15664.0
15520.0;15976.0
15520.0;16056.0
15520.0;16212.0
15520.0;16222.0
15520.0;16374.0
15520.0;16399.0
15520.0;16788.0
15520.0;17189.0
15520.0;17486.0
15520.0;17507.0
15520.0;17604.0
15520.0;17786.0
15520.0;17889.0
15520.0;18228.0
15664.0;12350.0
15664.0;12872.0
15664.0;12988.0
15664.0;13151.0
15664.0;13259.0
15664.0;13350.0
15664.0;13565.0
15664.0;13598.0
15664.0;14335.0
15664.0;14375.0
15664.0;14549.0
15664.0;14619.0
15664.0;14896.0
15664.0;14965.0
15664.0;15092.0
15664.0;15303.0
15664.0;15406.0
15664.0;15457.0
15664.0;15503.0
15664.0;15520.0
15664.0;15976.0
15664.0;16056.0
15664.0;16212.0
15664.0;16222.0
15664.0;16374.0
15664.0;16399.0
15664.0;16788.0
15664.0;17189.0
15664.0;17486.0
15664.0;17507.0
15664.0;17604.0
15664.0;17786.0
15664.0;17889.0
15664.0;18228.0
15976.0;12350.0
15976.0;12872.0
15976.0;12988.0
15976.0;13151.0
15976.0;13259.0
15976.0;13350.0
15976.0;13565.0
15976.0;13598.0
15976.0;14335.0
15976.0;14375.0
15976.0;14549.0
15976.0;14619.0
15976.0;14896.0
15976.0;14965.0
15976.0;15092.0
15976.0;15303.0
15976.0;15406.0
15976.0;15457.0
15976.0;15503.0
15976.0;15520.0
15976.0;15664.0
15976.0;16056.0
15976.0;16212.0
15976.0;16222.0
15976.0;16374.0
15976.0;16399.0
15976.0;16788.0
15976.0;17189.0
15976.0;17486.0
15976.0;17507.0
15976.0;17604.0
15976.0;17786.0
15976.0;17889.0
15976.0;18228.0
16056.0;12350.0
16056.0;12872.0
16056.0;12988.0
16056.0;13151.0
16056.0;13259.0
16056.0;13350.0
16056.0;13565.0
16056.0;13598.0
16056.0;14335.0
16056.0;14375.0
16056.0;14549.0
16056.0;14619.0
16056.0;14896.0
16056.0;14965.0
16056.0;15092.0
16056.0;15303.0
16056.0;15406.0
16056.0;15457.0
16056.0;15503.0
16056.0;15520.0
16056.0;15664.0
16056.0;15976.0
16056.0;16212.0
16056.0;16222.0
16056.0;16374.0
16056.0;16399.0
16056.0;16788.0
16056.0;17189.0
16056.0;17486.0
16056.0;17507.0
16056.0;17604.0
16056.0;17786.0
16056.0;17889.0
16056.0;18228.0
16212.0;12350.0
16212.0;12872.0
16212.0;12988.0
16212.0;13151.0
16212.0;13259.0
16212.0;13350.0
16212.0;13565.0
16212.0;13598.0
16212.0;14335.0
16212.0;14375.0
16212.0;14549.0
16212.0;14619.0
16212.0;14896.0
16212.0;14965.0
16212.0;15092.0
16212.0;15303.0
16212.0;15406.0
16212.0;15457.0
16212.0;15503.0
16212.0;15520.0
16212.0;15664.0
16212.0;15976.0
16212.0;16056.0
16212.0;16222.0
16212.0;16374.0
16212.0;16399.0
16212.0;16788.0
16212.0;17189.0
16212.0;17486.0
16212.0;17507.0
16212.0;17604.0
16212.0;17786.0
16212.0;17889.0
16212.0;18228.0
16222.0;12350.0
16222.0;12872.0
16222.0;12988.0
16222.0;13151.0
16222.0;13259.0
16222.0;13350.0
16222.0;13565.0
16222.0;13598.0
16222.0;14335.0
16222.0;14375.0
16222.0;14549.0
16222.0;14619.0
16222.0;14896.0
16222.0;14965.0
16222.0;15092.0
16222.0;15303.0
16222.0;15406.0
16222.0;15457.0
16222.0;15503.0
16222.0;15520.0
16222.0;15664.0
16222.0;15976.0
16222.0;16056.0
16222.0;16212.0
16222.0;16374.0
16222.0;16399.0
16222.0;16788.0
16222.0;17189.0
16222.0;17486.0
16222.0;17507.0
16222.0;17604.0
16222.0;17786.0
16222.0;17889.0
16222.0;18228.0
16374.0;12350.0
16374.0;12872.0
16374.0;12988.0
16374.0;13151.0
16374.0;13259.0
16374.0;13350.0
16374.0;13565.0
16374.0;13598.0
16374.0;14335.0
16374.0;14375.0
16374.0;14549.0
16374.0;14619.0
16374.0;14896.0
16374.0;14965.0
16374.0;15092.0
16374.0;15303.0
16374.0;15406.0
16374.0;15457.0
16374.0;15503.0
16374.0;15520.0
16374.0;15664.0
16374.0;15976.0
16374.0;16056.0
16374.0;16212.0
16374.0;16222.0
16374.0;16399.0
16374.0;16788.0
16374.0;17189.0
16374.0;17486.0
16374.0;17507.0
16374.0;17604.0
16374.0;17786.0
16374.0;17889.0
16374.0;18228.0
16399.0;12350.0
16399.0;12872.0
16399.0;12988.0
16399.0;13151.0
16399.0;13259.0
16399.0;13350.0
16399.0;13565.0
16399.0;13598.0
16399.0;14335.0
16399.0;14375.0
16399.0;14549.0
16399.0;14619.0
16399.0;14896.0
16399.0;14965.0
16399.0;15092.0
16399.0;15303.0
16399.0;15406.0
16399.0;15457.0
16399.0;15503.0
16399.0;15520.0
16399.0;15664.0
16399.0;15976.0
16399.0;16056.0
16399.0;16212.0
16399.0;16222.0
16399.0;16374.0
16399.0;16788.0
16399.0;17189.0
16399.0;17486.0
16399.0;17507.0
16399.0;17604.0
16399.0;17786.0
16399.0;17889.0
16399.0;18228.0
16788.0;12350.0
16788.0;12872.0
16788.0;12988.0
16788.0;13151.0
16788.0;13259.0
16788.0;13350.0
16788.0;13565.0
16788.0;13598.0
16788.0;14335.0
16788.0;14375.0
16788.0;14549.0
16788.0;14619.0
16788.0;14896.0
16788.0;14965.0
16788.0;15092.0
16788.0;15303.0
16788.0;15406.0
16788.0;15457.0
16788.0;15503.0
16788.0;15520.0
16788.0;15664.0
16788.0;15976.0
16788.0;16056.0
16788.0;16212.0
16788.0;16222.0
16788.0;16374.0
16788.0;16399.0
16788.0;17189.0
16788.0;17486.0
16788.0;17507.0
16788.0;17604.0
16788.0;17786.0
16788.0;17889.0
16788.0;18228.0
17189.0;12350.0
17189.0;12872.0
17189.0;12988.0
17189.0;13151.0
17189.0;13259.0
17189.0;13350.0
17189.0;13565.0
17189.0;13598.0
17189.0;14335.0
17189.0;14375.0
17189.0;14549.0
17189.0;14619.0
17189.0;14896.0
17189.0;14965.0
17189.0;15092.0
17189.0;15303.0
17189.0;15406.0
17189.0;15457.0
