Id;Label;modularity_class;Degree
17245.0;;0;289
17359.0;;4;177
17548.0;;4;154
17595.0;;0;723
17608.0;;4;580
17749.0;;0;562
17880.0;;1;463
17968.0;;4;634
18066.0;;1;251
13663.0;;3;204
14600.0;;0;482
15585.0;;0;503
15889.0;;1;722
16250.0;;0;339
16625.0;;1;206
17171.0;;0;286
13221.0;;2;636
14009.0;;2;630
14027.0;;2;126
15236.0;;2;270
15820.0;;2;256
17140.0;;0;278
18004.0;;4;453
12614.0;;0;302
13146.0;;4;168
13682.0;;0;35
15263.0;;0;228
16116.0;;0;532
18108.0;;0;321
14470.0;;0;560
14890.0;;4;110
15346.0;;1;414
16065.0;;0;718
17458.0;;4;563
12603.0;;4;36
12923.0;;1;427
13708.0;;0;637
14666.0;;0;246
14830.0;;4;468
15645.0;;4;489
15935.0;;0;225
16274.0;;4;561
16406.0;;1;567
16454.0;;4;36
16519.0;;0;207
16965.0;;0;162
17392.0;;0;678
17957.0;;1;392
18014.0;;1;397
13657.0;;1;320
14314.0;;1;102
17286.0;;4;495
13283.0;;1;181
15052.0;;4;444
18106.0;;0;470
12403.0;;1;86
13594.0;;2;362
14349.0;;0;418
14908.0;;4;245
14950.0;;0;365
15225.0;;0;377
15836.0;;0;182
16055.0;;0;175
16429.0;;0;56
16690.0;;4;261
17018.0;;0;331
17234.0;;1;273
17367.0;;2;293
18203.0;;0;228
16105.0;;2;238
16666.0;;0;162
17334.0;;1;163
12792.0;;1;401
16616.0;;1;487
16123.0;;4;210
16482.0;;1;212
16936.0;;1;564
12375.0;;1;278
12521.0;;1;467
12531.0;;1;300
12715.0;;1;270
12893.0;;4;447
13070.0;;1;170
13844.0;;1;472
14495.0;;1;136
15528.0;;0;477
16272.0;;1;312
17839.0;;1;594
12587.0;;1;76
16091.0;;0;349
16451.0;;1;297
16835.0;;1;176
17946.0;;0;257
12981.0;;2;261
13343.0;;1;308
13584.0;;1;403
13992.0;;1;155
17094.0;;1;203
13686.0;;1;98
13727.0;;1;354
13828.0;;1;198
13938.0;;2;138
14130.0;;2;739
14438.0;;1;167
15762.0;;2;513
16778.0;;2;343
16999.0;;1;406
17153.0;;1;271
18067.0;;4;495
13061.0;;1;288
14847.0;;1;208
15732.0;;1;292
16071.0;;1;411
16229.0;;1;560
17462.0;;1;521
17636.0;;1;400
12702.0;;4;210
14037.0;;1;463
14284.0;;4;397
14345.0;;4;70
14578.0;;4;281
14768.0;;1;101
14793.0;;4;253
14968.0;;4;516
15158.0;;4;90
15758.0;;4;194
15763.0;;4;701
16368.0;;4;600
16812.0;;4;268
17251.0;;1;451
17694.0;;2;205
17732.0;;0;357
18249.0;;1;154
15167.0;;0;582
15223.0;;0;324
16720.0;;1;472
16810.0;;1;280
17899.0;;1;346
12509.0;;1;114
16181.0;;4;221
13121.0;;1;468
13760.0;;2;583
15904.0;;4;358
16895.0;;1;687
17403.0;;4;425
18086.0;;1;135
18105.0;;1;282
12641.0;;1;185
14348.0;;0;449
14452.0;;4;574
14789.0;;2;161
15790.0;;0;581
15963.0;;4;404
16594.0;;0;571
16757.0;;0;169
17601.0;;1;203
17832.0;;0;448
12535.0;;4;327
13304.0;;2;352
13560.0;;0;528
13579.0;;4;345
13889.0;;4;256
13973.0;;0;254
14041.0;;2;412
14100.0;;0;394
14157.0;;0;622
14270.0;;2;516
14496.0;;0;253
14620.0;;0;340
14894.0;;4;354
14932.0;;0;280
15186.0;;0;397
15254.0;;4;399
16479.0;;1;443
16826.0;;0;499
17163.0;;4;66
17239.0;;0;369
17253.0;;4;407
17343.0;;0;331
17466.0;;1;639
17691.0;;0;323
12756.0;;1;14
13065.0;;0;302
13416.0;;4;227
13697.0;;4;272
13886.0;;4;321
14205.0;;0;454
15468.0;;4;357
15469.0;;4;395
16183.0;;4;278
16982.0;;4;406
17534.0;;0;204
18045.0;;1;653
18278.0;;4;192
12544.0;;4;316
12987.0;;4;426
13177.0;;1;225
13954.0;;4;405
15877.0;;4;949
16149.0;;4;260
16400.0;;4;427
16795.0;;4;609
16847.0;;4;183
17232.0;;4;447
17235.0;;4;338
17785.0;;4;255
18261.0;;4;357
13411.0;;0;286
13936.0;;4;259
15937.0;;1;132
15951.0;;0;458
17430.0;;4;214
17495.0;;0;278
17680.0;;4;151
13607.0;;0;870
14354.0;;4;115
16752.0;;4;128
17630.0;;0;378
12617.0;;4;482
13897.0;;4;200
14581.0;;4;246
15300.0;;2;404
15837.0;;4;441
15723.0;;4;476
17357.0;;4;582
17383.0;;4;414
12824.0;;4;354
13638.0;;4;188
14538.0;;4;357
15740.0;;4;110
15975.0;;4;293
16025.0;;4;381
17201.0;;4;445
17480.0;;4;438
17623.0;;4;535
18112.0;;4;269
18215.0;;0;304
16423.0;;4;304
17520.0;;4;503
15119.0;;0;232
15127.0;;4;282
15949.0;;4;164
17911.0;;4;526
14474.0;;0;365
14851.0;;1;372
18018.0;;4;406
15714.0;;4;393
16903.0;;4;688
17895.0;;4;206
12915.0;;2;263
17279.0;;0;131
13338.0;;0;313
13390.0;;1;273
15103.0;;4;504
17432.0;;4;625
13359.0;;4;403
14881.0;;4;236
15734.0;;4;330
16445.0;;4;676
16693.0;;0;709
17538.0;;4;152
17904.0;;4;484
12445.0;;4;44
13417.0;;0;277
14528.0;;4;328
16732.0;;1;429
17157.0;;4;134
13292.0;;4;424
13710.0;;4;117
15277.0;;1;286
15667.0;;4;236
16988.0;;1;77
13002.0;;2;199
13888.0;;0;508
14371.0;;0;50
14601.0;;0;111
14782.0;;0;123
15083.0;;0;53
16665.0;;2;231
16913.0;;2;113
16959.0;;0;103
17456.0;;4;299
12436.0;;2;231
14241.0;;4;253
14357.0;;2;564
14381.0;;4;632
16485.0;;0;482
17358.0;;2;588
18212.0;;0;403
16517.0;;0;244
15153.0;;4;244
15257.0;;0;73
12884.0;;1;134
13006.0;;0;79
13085.0;;1;348
13626.0;;0;254
13690.0;;2;215
14355.0;;0;163
14491.0;;0;304
15655.0;;0;542
16236.0;;1;322
16689.0;;2;275
16697.0;;1;321
17643.0;;2;183
13561.0;;0;280
14658.0;;0;409
16893.0;;4;431
17574.0;;0;263
18088.0;;2;418
13449.0;;1;404
15678.0;;1;244
12650.0;;1;154
15863.0;;1;378
17660.0;;4;410
12851.0;;4;490
13045.0;;4;415
14024.0;;1;285
14104.0;;0;244
14406.0;;0;230
14902.0;;4;414
15648.0;;0;512
15683.0;;4;139
16179.0;;4;274
16830.0;;4;447
17704.0;;0;472
12648.0;;1;189
14690.0;;0;566
15109.0;;0;417
17376.0;;1;447
17862.0;;1;207
17871.0;;1;112
12631.0;;2;438
16159.0;;0;130
13033.0;;1;169
13227.0;;1;198
13419.0;;2;279
13531.0;;2;273
13563.0;;0;487
15610.0;;4;178
16620.0;;0;263
17508.0;;1;222
12552.0;;0;285
12866.0;;2;267
13052.0;;0;231
13062.0;;0;290
13295.0;;0;144
13508.0;;0;247
13976.0;;0;169
14520.0;;0;48
14632.0;;1;119
15659.0;;0;247
15705.0;;0;129
15822.0;;4;496
16614.0;;0;360
16952.0;;0;284
12489.0;;2;277
12618.0;;1;207
13926.0;;4;259
14236.0;;2;292
15551.0;;0;472
16414.0;;4;184
16433.0;;4;366
17531.0;;0;227
12829.0;;0;78
14870.0;;0;227
13388.0;;1;509
13439.0;;0;491
14660.0;;4;420
16018.0;;4;508
16583.0;;1;192
17852.0;;1;373
12738.0;;2;196
14067.0;;1;628
12904.0;;0;628
13034.0;;2;556
14386.0;;0;114
15565.0;;0;190
15264.0;;0;367
12602.0;;4;122
13436.0;;4;206
13519.0;;0;219
13876.0;;1;129
14055.0;;1;145
15448.0;;2;380
16163.0;;1;85
16178.0;;4;178
16897.0;;0;438
16956.0;;1;338
17142.0;;1;253
17197.0;;1;571
18030.0;;1;208
18042.0;;1;163
12512.0;;2;327
13398.0;;0;364
14697.0;;0;172
14295.0;;4;75
15010.0;;4;314
16017.0;;4;269
17155.0;;2;264
18001.0;;4;636
13833.0;;0;497
14264.0;;0;209
16141.0;;4;539
17525.0;;0;225
18120.0;;0;286
13460.0;;1;201
13904.0;;1;326
14073.0;;4;305
14416.0;;1;211
15115.0;;4;349
15692.0;;4;212
17010.0;;1;247
17022.0;;4;165
17219.0;;4;426
17233.0;;4;331
17237.0;;1;257
17274.0;;4;317
17960.0;;1;301
13573.0;;4;381
13806.0;;0;207
13887.0;;0;261
14333.0;;4;159
16050.0;;1;165
16430.0;;4;114
16849.0;;0;149
18154.0;;4;164
15063.0;;3;91
16052.0;;1;495
18265.0;;3;625
12644.0;;2;457
17668.0;;2;343
18164.0;;0;446
12604.0;;2;278
14585.0;;4;378
14638.0;;4;305
15097.0;;4;422
15121.0;;1;514
15261.0;;2;189
15604.0;;4;306
17255.0;;0;580
17561.0;;4;597
17844.0;;2;97
18200.0;;2;386
15523.0;;2;221
17190.0;;1;239
18183.0;;0;550
13182.0;;0;80
14860.0;;1;143
16780.0;;4;519
13372.0;;0;367
16217.0;;0;286
17221.0;;4;661
18114.0;;0;260
12956.0;;0;280
15988.0;;4;375
16207.0;;0;242
18280.0;;0;232
15308.0;;0;318
13859.0;;0;490
15047.0;;1;365
15319.0;;0;264
16124.0;;0;187
16838.0;;0;334
16917.0;;0;176
17881.0;;0;98
14984.0;;4;427
15016.0;;0;387
15049.0;;0;66
17877.0;;1;183
14421.0;;2;379
14988.0;;2;451
15014.0;;2;449
15922.0;;1;87
17349.0;;3;119
13108.0;;1;230
16318.0;;1;356
18250.0;;2;340
12686.0;;1;98
16850.0;;0;188
14633.0;;0;433
17181.0;;1;418
13803.0;;0;234
13837.0;;1;252
14427.0;;1;418
17969.0;;4;258
14957.0;;1;240
15866.0;;1;390
13529.0;;1;179
14265.0;;2;270
14727.0;;0;182
18281.0;;1;143
12984.0;;1;63
17038.0;;0;290
14015.0;;1;356
16613.0;;1;554
16824.0;;2;314
13568.0;;1;500
15335.0;;4;480
15639.0;;2;272
15556.0;;1;419
17166.0;;1;127
13116.0;;0;544
15130.0;;2;304
12622.0;;1;210
16215.0;;1;283
16518.0;;1;476
17887.0;;2;206
12707.0;;1;323
14960.0;;4;387
15432.0;;4;202
15783.0;;4;167
17475.0;;1;245
16106.0;;4;112
12844.0;;0;575
13603.0;;0;366
18072.0;;0;138
18193.0;;0;167
16963.0;;1;101
14368.0;;1;139
14795.0;;0;172
13716.0;;1;326
14238.0;;4;236
17362.0;;0;333
17926.0;;2;239
13466.0;;1;353
14089.0;;1;183
15897.0;;1;245
13296.0;;1;90
16117.0;;0;524
15171.0;;0;154
16413.0;;4;357
14242.0;;0;337
15210.0;;1;225
12763.0;;2;259
15135.0;;1;110
13083.0;;1;245
15607.0;;1;79
16597.0;;1;52
13066.0;;0;552
13273.0;;4;205
13787.0;;4;462
14353.0;;0;85
15143.0;;0;335
16287.0;;1;127
14196.0;;0;129
14247.0;;0;331
14423.0;;0;80
15099.0;;0;322
15230.0;;0;311
15247.0;;0;144
16448.0;;0;276
17128.0;;0;239
17263.0;;0;284
18190.0;;0;264
13923.0;;0;276
14569.0;;1;149
16248.0;;4;66
16658.0;;4;227
13325.0;;1;191
13514.0;;0;83
15096.0;;1;221
12586.0;;0;75
15567.0;;2;59
18099.0;;1;260
12450.0;;2;122
14752.0;;1;181
15193.0;;1;356
16739.0;;0;295
14327.0;;4;202
16582.0;;4;53
16498.0;;2;243
14784.0;;4;187
15385.0;;4;183
16793.0;;4;228
17222.0;;4;240
17603.0;;4;231
17206.0;;4;54
14806.0;;0;119
17714.0;;4;96
18224.0;;0;89
13589.0;;4;380
17382.0;;4;13
16773.0;;0;243
12588.0;;2;127
12857.0;;0;411
13754.0;;2;205
15844.0;;4;176
17053.0;;2;183
17684.0;;4;236
16957.0;;0;140
17517.0;;0;121
13497.0;;4;311
18056.0;;0;266
15381.0;;0;61
15445.0;;0;98
16208.0;;0;666
16449.0;;0;548
15124.0;;0;236
17781.0;;0;146
12902.0;;0;140
13043.0;;2;177
14143.0;;1;119
14184.0;;2;312
15619.0;;2;63
16627.0;;2;352
17647.0;;2;94
17788.0;;2;53
12881.0;;2;153
12977.0;;0;124
13187.0;;0;512
13801.0;;0;438
14411.0;;2;246
14518.0;;4;292
15395.0;;0;169
15598.0;;4;338
16926.0;;2;261
17654.0;;0;310
17693.0;;2;207
18053.0;;4;298
