Source;Target;Type;Id;Label;Weight
13544.0;15720.0;Undirected;579790;;16
13544.0;15880.0;Undirected;579791;;12
13544.0;16402.0;Undirected;579792;;6
13544.0;17329.0;Undirected;579793;;12
13544.0;17793.0;Undirected;579794;;8
13544.0;17836.0;Undirected;579795;;8
13544.0;18119.0;Undirected;579796;;10
13642.0;14048.0;Undirected;579800;;10
13642.0;14448.0;Undirected;579801;;4
13642.0;14985.0;Undirected;579802;;4
13642.0;15720.0;Undirected;579803;;10
13642.0;15880.0;Undirected;579804;;14
13642.0;16402.0;Undirected;579805;;4
13642.0;17329.0;Undirected;579806;;6
13642.0;17793.0;Undirected;579807;;4
13642.0;17836.0;Undirected;579808;;8
13642.0;18119.0;Undirected;579809;;12
14048.0;14448.0;Undirected;579814;;6
14048.0;14985.0;Undirected;579815;;4
14048.0;15720.0;Undirected;579816;;4
14048.0;15880.0;Undirected;579817;;20
14048.0;16402.0;Undirected;579818;;6
14048.0;17329.0;Undirected;579819;;8
14048.0;17793.0;Undirected;579820;;14
14048.0;17836.0;Undirected;579821;;10
14048.0;18119.0;Undirected;579822;;14
14448.0;14985.0;Undirected;579828;;6
14448.0;15720.0;Undirected;579829;;2
14448.0;15880.0;Undirected;579830;;6
14448.0;16402.0;Undirected;579831;;4
14448.0;17329.0;Undirected;579832;;6
14448.0;17793.0;Undirected;579833;;8
14448.0;17836.0;Undirected;579834;;4
14448.0;18119.0;Undirected;579835;;6
14985.0;15720.0;Undirected;579842;;16
14985.0;15880.0;Undirected;579843;;6
14985.0;16402.0;Undirected;579844;;10
14985.0;17329.0;Undirected;579845;;6
14985.0;17793.0;Undirected;579846;;4
14985.0;17836.0;Undirected;579847;;4
14985.0;18119.0;Undirected;579848;;10
15720.0;15880.0;Undirected;579856;;6
15720.0;16402.0;Undirected;579857;;14
15720.0;17329.0;Undirected;579858;;4
15720.0;17793.0;Undirected;579859;;12
15720.0;17836.0;Undirected;579860;;4
15720.0;18119.0;Undirected;579861;;6
15880.0;16402.0;Undirected;579870;;6
15880.0;17329.0;Undirected;579871;;8
15880.0;17793.0;Undirected;579872;;6
15880.0;17836.0;Undirected;579873;;6
15880.0;18119.0;Undirected;579874;;4
16402.0;17329.0;Undirected;579884;;4
16402.0;17793.0;Undirected;579885;;8
16402.0;17836.0;Undirected;579886;;6
16402.0;18119.0;Undirected;579887;;6
17329.0;17793.0;Undirected;579898;;4
17329.0;17836.0;Undirected;579899;;4
17329.0;18119.0;Undirected;579900;;4
17793.0;17836.0;Undirected;579912;;8
17793.0;18119.0;Undirected;579913;;8
17836.0;18119.0;Undirected;579926;;8
12350.0;16096.0;Undirected;579943;;2
12350.0;16415.0;Undirected;579944;;2
12350.0;17908.0;Undirected;579947;;2
12350.0;17935.0;Undirected;579948;;4
12350.0;18101.0;Undirected;579949;;2
14048.0;14954.0;Undirected;579952;;6
14048.0;15006.0;Undirected;579953;;16
14048.0;16096.0;Undirected;579954;;2
14048.0;16415.0;Undirected;579955;;4
14048.0;17908.0;Undirected;579958;;8
14048.0;17935.0;Undirected;579959;;8
14048.0;18101.0;Undirected;579960;;8
14954.0;16096.0;Undirected;579965;;6
14954.0;16415.0;Undirected;579966;;6
14954.0;17793.0;Undirected;579967;;8
14954.0;17836.0;Undirected;579968;;4
14954.0;17908.0;Undirected;579969;;6
14954.0;17935.0;Undirected;579970;;10
14954.0;18101.0;Undirected;579971;;2
14954.0;18119.0;Undirected;579972;;8
15006.0;16096.0;Undirected;579976;;6
15006.0;16415.0;Undirected;579977;;14
15006.0;17793.0;Undirected;579978;;8
15006.0;17836.0;Undirected;579979;;8
15006.0;17908.0;Undirected;579980;;10
15006.0;17935.0;Undirected;579981;;10
15006.0;18101.0;Undirected;579982;;6
15006.0;18119.0;Undirected;579983;;10
16096.0;16415.0;Undirected;579988;;2
16096.0;17793.0;Undirected;579989;;2
16096.0;17836.0;Undirected;579990;;2
16096.0;17908.0;Undirected;579991;;2
16096.0;17935.0;Undirected;579992;;2
16096.0;18101.0;Undirected;579993;;2
16096.0;18119.0;Undirected;579994;;2
16415.0;17793.0;Undirected;580000;;4
16415.0;17836.0;Undirected;580001;;6
16415.0;17908.0;Undirected;580002;;10
16415.0;17935.0;Undirected;580003;;4
16415.0;18101.0;Undirected;580004;;4
16415.0;18119.0;Undirected;580005;;4
17793.0;17908.0;Undirected;580013;;6
17793.0;17935.0;Undirected;580014;;6
17793.0;18101.0;Undirected;580015;;6
17836.0;17908.0;Undirected;580024;;4
17836.0;17935.0;Undirected;580025;;4
17836.0;18101.0;Undirected;580026;;4
17908.0;17935.0;Undirected;580036;;4
17908.0;18101.0;Undirected;580037;;2
17908.0;18119.0;Undirected;580038;;4
17935.0;18101.0;Undirected;580048;;4
17935.0;18119.0;Undirected;580049;;6
18101.0;18119.0;Undirected;580060;;2
12350.0;12872.0;Undirected;580072;;2
12350.0;12988.0;Undirected;580073;;2
12350.0;13259.0;Undirected;580075;;4
12350.0;13350.0;Undirected;580076;;2
12350.0;13565.0;Undirected;580077;;4
12350.0;13598.0;Undirected;580078;;2
12350.0;14335.0;Undirected;580079;;4
12350.0;14375.0;Undirected;580080;;2
12350.0;14549.0;Undirected;580081;;2
12350.0;14619.0;Undirected;580082;;2
12350.0;14896.0;Undirected;580083;;4
12350.0;14965.0;Undirected;580084;;2
12350.0;15092.0;Undirected;580085;;2
12350.0;15303.0;Undirected;580086;;2
12350.0;15406.0;Undirected;580087;;2
12350.0;15457.0;Undirected;580088;;4
12350.0;15503.0;Undirected;580089;;2
12350.0;15520.0;Undirected;580090;;2
12350.0;15664.0;Undirected;580091;;2
12350.0;15976.0;Undirected;580092;;2
12350.0;16056.0;Undirected;580093;;2
12350.0;16212.0;Undirected;580094;;2
12350.0;16222.0;Undirected;580095;;2
12350.0;16374.0;Undirected;580096;;2
12350.0;16399.0;Undirected;580097;;4
12350.0;16788.0;Undirected;580098;;2
12350.0;17189.0;Undirected;580099;;4
12350.0;17486.0;Undirected;580100;;4
12350.0;17604.0;Undirected;580102;;6
12350.0;17786.0;Undirected;580103;;2
12350.0;18228.0;Undirected;580105;;2
12872.0;12988.0;Undirected;580107;;6
12872.0;13151.0;Undirected;580108;;16
12872.0;13259.0;Undirected;580109;;6
12872.0;13350.0;Undirected;580110;;2
12872.0;13565.0;Undirected;580111;;4
12872.0;13598.0;Undirected;580112;;4
12872.0;14335.0;Undirected;580113;;4
12872.0;14375.0;Undirected;580114;;2
12872.0;14549.0;Undirected;580115;;10
12872.0;14619.0;Undirected;580116;;4
12872.0;14896.0;Undirected;580117;;12
12872.0;14965.0;Undirected;580118;;4
12872.0;15092.0;Undirected;580119;;2
12872.0;15303.0;Undirected;580120;;6
12872.0;15406.0;Undirected;580121;;4
12872.0;15457.0;Undirected;580122;;12
12872.0;15503.0;Undirected;580123;;6
12872.0;15520.0;Undirected;580124;;6
12872.0;15664.0;Undirected;580125;;4
12872.0;15976.0;Undirected;580126;;14
12872.0;16056.0;Undirected;580127;;10
12872.0;16212.0;Undirected;580128;;8
12872.0;16222.0;Undirected;580129;;28
12872.0;16374.0;Undirected;580130;;10
12872.0;16399.0;Undirected;580131;;2
12872.0;16788.0;Undirected;580132;;4
12872.0;17189.0;Undirected;580133;;2
12872.0;17486.0;Undirected;580134;;2
12872.0;17507.0;Undirected;580135;;10
12872.0;17604.0;Undirected;580136;;12
12872.0;17786.0;Undirected;580137;;8
12872.0;17889.0;Undirected;580138;;2
12872.0;18228.0;Undirected;580139;;6
12988.0;13151.0;Undirected;580142;;12
12988.0;13259.0;Undirected;580143;;4
12988.0;13350.0;Undirected;580144;;2
12988.0;13565.0;Undirected;580145;;2
12988.0;13598.0;Undirected;580146;;2
12988.0;14335.0;Undirected;580147;;2
12988.0;14375.0;Undirected;580148;;2
12988.0;14549.0;Undirected;580149;;10
12988.0;14619.0;Undirected;580150;;4
12988.0;14896.0;Undirected;580151;;6
12988.0;14965.0;Undirected;580152;;8
12988.0;15092.0;Undirected;580153;;4
12988.0;15303.0;Undirected;580154;;4
12988.0;15406.0;Undirected;580155;;12
12988.0;15457.0;Undirected;580156;;8
12988.0;15503.0;Undirected;580157;;2
12988.0;15520.0;Undirected;580158;;4
12988.0;15664.0;Undirected;580159;;2
12988.0;15976.0;Undirected;580160;;8
12988.0;16056.0;Undirected;580161;;10
12988.0;16212.0;Undirected;580162;;4
12988.0;16222.0;Undirected;580163;;20
12988.0;16374.0;Undirected;580164;;4
12988.0;16399.0;Undirected;580165;;4
12988.0;16788.0;Undirected;580166;;18
12988.0;17189.0;Undirected;580167;;4
12988.0;17486.0;Undirected;580168;;4
12988.0;17507.0;Undirected;580169;;8
12988.0;17604.0;Undirected;580170;;8
12988.0;17786.0;Undirected;580171;;6
12988.0;17889.0;Undirected;580172;;4
12988.0;18228.0;Undirected;580173;;2
13151.0;13259.0;Undirected;580177;;10
13151.0;13350.0;Undirected;580178;;8
13151.0;13565.0;Undirected;580179;;2
13151.0;13598.0;Undirected;580180;;8
13151.0;14335.0;Undirected;580181;;4
13151.0;14375.0;Undirected;580182;;6
13151.0;14549.0;Undirected;580183;;14
13151.0;14619.0;Undirected;580184;;8
13151.0;14896.0;Undirected;580185;;14
13151.0;14965.0;Undirected;580186;;14
13151.0;15092.0;Undirected;580187;;4
13151.0;15303.0;Undirected;580188;;8
13151.0;15406.0;Undirected;580189;;2
13151.0;15457.0;Undirected;580190;;12
13151.0;15503.0;Undirected;580191;;6
13151.0;15520.0;Undirected;580192;;10
13151.0;15664.0;Undirected;580193;;6
13151.0;15976.0;Undirected;580194;;12
13151.0;16056.0;Undirected;580195;;20
13151.0;16212.0;Undirected;580196;;6
13151.0;16222.0;Undirected;580197;;36
13151.0;16374.0;Undirected;580198;;12
13151.0;16399.0;Undirected;580199;;8
13151.0;16788.0;Undirected;580200;;8
13151.0;17189.0;Undirected;580201;;6
13151.0;17486.0;Undirected;580202;;6
13151.0;17604.0;Undirected;580204;;16
13151.0;17786.0;Undirected;580205;;20
13151.0;17889.0;Undirected;580206;;2
13151.0;18228.0;Undirected;580207;;6
13259.0;13350.0;Undirected;580212;;4
13259.0;13565.0;Undirected;580213;;2
13259.0;13598.0;Undirected;580214;;2
13259.0;14335.0;Undirected;580215;;6
13259.0;14375.0;Undirected;580216;;10
13259.0;14549.0;Undirected;580217;;6
13259.0;14619.0;Undirected;580218;;4
13259.0;14896.0;Undirected;580219;;14
13259.0;14965.0;Undirected;580220;;6
13259.0;15092.0;Undirected;580221;;6
13259.0;15303.0;Undirected;580222;;2
13259.0;15406.0;Undirected;580223;;4
13259.0;15457.0;Undirected;580224;;12
13259.0;15503.0;Undirected;580225;;4
13259.0;15520.0;Undirected;580226;;12
13259.0;15664.0;Undirected;580227;;6
13259.0;15976.0;Undirected;580228;;18
13259.0;16056.0;Undirected;580229;;10
13259.0;16212.0;Undirected;580230;;4
13259.0;16222.0;Undirected;580231;;18
13259.0;16374.0;Undirected;580232;;6
13259.0;16399.0;Undirected;580233;;10
13259.0;16788.0;Undirected;580234;;14
13259.0;17189.0;Undirected;580235;;6
13259.0;17486.0;Undirected;580236;;2
13259.0;17507.0;Undirected;580237;;20
13259.0;17604.0;Undirected;580238;;14
13259.0;17786.0;Undirected;580239;;10
13259.0;17889.0;Undirected;580240;;2
13259.0;18228.0;Undirected;580241;;4
13350.0;13565.0;Undirected;580247;;2
13350.0;13598.0;Undirected;580248;;2
13350.0;14335.0;Undirected;580249;;6
13350.0;14375.0;Undirected;580250;;2
13350.0;14549.0;Undirected;580251;;4
13350.0;14619.0;Undirected;580252;;10
13350.0;14896.0;Undirected;580253;;6
13350.0;14965.0;Undirected;580254;;2
13350.0;15092.0;Undirected;580255;;2
13350.0;15303.0;Undirected;580256;;4
13350.0;15406.0;Undirected;580257;;6
13350.0;15457.0;Undirected;580258;;4
13350.0;15503.0;Undirected;580259;;2
13350.0;15520.0;Undirected;580260;;6
13350.0;15664.0;Undirected;580261;;2
13350.0;15976.0;Undirected;580262;;8
13350.0;16056.0;Undirected;580263;;6
13350.0;16212.0;Undirected;580264;;6
13350.0;16222.0;Undirected;580265;;6
13350.0;16374.0;Undirected;580266;;4
13350.0;16399.0;Undirected;580267;;6
13350.0;16788.0;Undirected;580268;;16
13350.0;17189.0;Undirected;580269;;2
13350.0;17486.0;Undirected;580270;;6
13350.0;17507.0;Undirected;580271;;6
13350.0;17604.0;Undirected;580272;;10
13350.0;17786.0;Undirected;580273;;6
13350.0;17889.0;Undirected;580274;;2
13350.0;18228.0;Undirected;580275;;10
13565.0;13598.0;Undirected;580282;;4
13565.0;14335.0;Undirected;580283;;2
13565.0;14375.0;Undirected;580284;;2
13565.0;14549.0;Undirected;580285;;2
13565.0;14619.0;Undirected;580286;;2
13565.0;14896.0;Undirected;580287;;4
13565.0;14965.0;Undirected;580288;;4
13565.0;15092.0;Undirected;580289;;2
13565.0;15303.0;Undirected;580290;;2
13565.0;15406.0;Undirected;580291;;2
13565.0;15457.0;Undirected;580292;;2
13565.0;15503.0;Undirected;580293;;4
13565.0;15520.0;Undirected;580294;;2
13565.0;15664.0;Undirected;580295;;2
13565.0;15976.0;Undirected;580296;;4
13565.0;16056.0;Undirected;580297;;2
13565.0;16212.0;Undirected;580298;;6
13565.0;16222.0;Undirected;580299;;4
13565.0;16374.0;Undirected;580300;;10
13565.0;16399.0;Undirected;580301;;2
13565.0;16788.0;Undirected;580302;;6
13565.0;17189.0;Undirected;580303;;2
13565.0;17486.0;Undirected;580304;;2
13565.0;17507.0;Undirected;580305;;4
13565.0;17604.0;Undirected;580306;;4
13565.0;17786.0;Undirected;580307;;6
13565.0;17889.0;Undirected;580308;;2
13565.0;18228.0;Undirected;580309;;2
13598.0;14335.0;Undirected;580317;;2
13598.0;14375.0;Undirected;580318;;4
13598.0;14549.0;Undirected;580319;;8
13598.0;14619.0;Undirected;580320;;2
13598.0;14896.0;Undirected;580321;;4
13598.0;14965.0;Undirected;580322;;10
13598.0;15092.0;Undirected;580323;;2
13598.0;15303.0;Undirected;580324;;2
13598.0;15406.0;Undirected;580325;;6
13598.0;15457.0;Undirected;580326;;2
13598.0;15503.0;Undirected;580327;;2
13598.0;15520.0;Undirected;580328;;4
13598.0;15664.0;Undirected;580329;;2
13598.0;15976.0;Undirected;580330;;2
13598.0;16056.0;Undirected;580331;;6
13598.0;16212.0;Undirected;580332;;2
13598.0;16222.0;Undirected;580333;;6
13598.0;16374.0;Undirected;580334;;10
13598.0;16399.0;Undirected;580335;;8
13598.0;16788.0;Undirected;580336;;8
13598.0;17189.0;Undirected;580337;;2
13598.0;17486.0;Undirected;580338;;2
13598.0;17507.0;Undirected;580339;;2
13598.0;17604.0;Undirected;580340;;2
13598.0;17786.0;Undirected;580341;;4
13598.0;17889.0;Undirected;580342;;2
13598.0;18228.0;Undirected;580343;;2
14335.0;14375.0;Undirected;580352;;4
14335.0;14549.0;Undirected;580353;;2
14335.0;14619.0;Undirected;580354;;6
14335.0;14896.0;Undirected;580355;;4
14335.0;14965.0;Undirected;580356;;6
14335.0;15092.0;Undirected;580357;;2
14335.0;15303.0;Undirected;580358;;2
14335.0;15406.0;Undirected;580359;;4
14335.0;15457.0;Undirected;580360;;10
14335.0;15503.0;Undirected;580361;;10
14335.0;15520.0;Undirected;580362;;4
14335.0;15664.0;Undirected;580363;;4
14335.0;15976.0;Undirected;580364;;4
14335.0;16056.0;Undirected;580365;;2
14335.0;16212.0;Undirected;580366;;2
14335.0;16222.0;Undirected;580367;;8
14335.0;16374.0;Undirected;580368;;12
14335.0;16399.0;Undirected;580369;;4
14335.0;16788.0;Undirected;580370;;14
14335.0;17189.0;Undirected;580371;;6
14335.0;17486.0;Undirected;580372;;2
14335.0;17507.0;Undirected;580373;;4
14335.0;17604.0;Undirected;580374;;4
14335.0;17786.0;Undirected;580375;;4
14335.0;17889.0;Undirected;580376;;2
14335.0;18228.0;Undirected;580377;;2
14375.0;14549.0;Undirected;580387;;2
14375.0;14619.0;Undirected;580388;;2
14375.0;14896.0;Undirected;580389;;4
14375.0;14965.0;Undirected;580390;;6
14375.0;15092.0;Undirected;580391;;2
14375.0;15303.0;Undirected;580392;;2
14375.0;15406.0;Undirected;580393;;2
14375.0;15457.0;Undirected;580394;;4
14375.0;15503.0;Undirected;580395;;8
14375.0;15520.0;Undirected;580396;;2
14375.0;15664.0;Undirected;580397;;6
14375.0;15976.0;Undirected;580398;;8
14375.0;16056.0;Undirected;580399;;2
14375.0;16212.0;Undirected;580400;;4
14375.0;16222.0;Undirected;580401;;16
14375.0;16374.0;Undirected;580402;;6
14375.0;16399.0;Undirected;580403;;4
14375.0;16788.0;Undirected;580404;;6
14375.0;17189.0;Undirected;580405;;4
14375.0;17486.0;Undirected;580406;;2
14375.0;17507.0;Undirected;580407;;10
14375.0;17604.0;Undirected;580408;;4
14375.0;17786.0;Undirected;580409;;6
14375.0;17889.0;Undirected;580410;;6
14375.0;18228.0;Undirected;580411;;2
14549.0;14619.0;Undirected;580422;;4
14549.0;14896.0;Undirected;580423;;2
14549.0;14965.0;Undirected;580424;;12
14549.0;15092.0;Undirected;580425;;8
14549.0;15303.0;Undirected;580426;;12
14549.0;15406.0;Undirected;580427;;4
14549.0;15457.0;Undirected;580428;;6
14549.0;15503.0;Undirected;580429;;6
14549.0;15520.0;Undirected;580430;;6
14549.0;15664.0;Undirected;580431;;2
14549.0;15976.0;Undirected;580432;;8
14549.0;16056.0;Undirected;580433;;6
14549.0;16212.0;Undirected;580434;;4
14549.0;16222.0;Undirected;580435;;22
14549.0;16374.0;Undirected;580436;;4
14549.0;16399.0;Undirected;580437;;6
14549.0;16788.0;Undirected;580438;;10
14549.0;17189.0;Undirected;580439;;4
14549.0;17486.0;Undirected;580440;;2
14549.0;17507.0;Undirected;580441;;12
14549.0;17604.0;Undirected;580442;;14
14549.0;17786.0;Undirected;580443;;4
14549.0;17889.0;Undirected;580444;;2
14549.0;18228.0;Undirected;580445;;4
14619.0;14896.0;Undirected;580457;;6
14619.0;14965.0;Undirected;580458;;4
14619.0;15092.0;Undirected;580459;;2
14619.0;15303.0;Undirected;580460;;6
14619.0;15406.0;Undirected;580461;;8
14619.0;15457.0;Undirected;580462;;6
14619.0;15503.0;Undirected;580463;;2
14619.0;15520.0;Undirected;580464;;6
14619.0;15664.0;Undirected;580465;;2
14619.0;15976.0;Undirected;580466;;6
14619.0;16056.0;Undirected;580467;;4
14619.0;16212.0;Undirected;580468;;2
14619.0;16222.0;Undirected;580469;;14
14619.0;16374.0;Undirected;580470;;4
14619.0;16399.0;Undirected;580471;;4
14619.0;16788.0;Undirected;580472;;8
14619.0;17189.0;Undirected;580473;;2
14619.0;17486.0;Undirected;580474;;6
14619.0;17507.0;Undirected;580475;;8
14619.0;17604.0;Undirected;580476;;8
14619.0;17786.0;Undirected;580477;;10
14619.0;17889.0;Undirected;580478;;4
14619.0;18228.0;Undirected;580479;;6
14896.0;14965.0;Undirected;580492;;14
14896.0;15092.0;Undirected;580493;;4
14896.0;15303.0;Undirected;580494;;4
14896.0;15406.0;Undirected;580495;;12
14896.0;15457.0;Undirected;580496;;18
14896.0;15503.0;Undirected;580497;;8
14896.0;15520.0;Undirected;580498;;8
14896.0;15664.0;Undirected;580499;;6
14896.0;15976.0;Undirected;580500;;10
14896.0;16056.0;Undirected;580501;;10
14896.0;16212.0;Undirected;580502;;2
14896.0;16222.0;Undirected;580503;;30
14896.0;16374.0;Undirected;580504;;14
14896.0;16399.0;Undirected;580505;;8
14896.0;16788.0;Undirected;580506;;8
14896.0;17189.0;Undirected;580507;;4
14896.0;17486.0;Undirected;580508;;10
14896.0;17507.0;Undirected;580509;;30
14896.0;17604.0;Undirected;580510;;12
14896.0;17786.0;Undirected;580511;;10
14896.0;17889.0;Undirected;580512;;2
14896.0;18228.0;Undirected;580513;;4
14965.0;15092.0;Undirected;580527;;4
14965.0;15303.0;Undirected;580528;;6
14965.0;15406.0;Undirected;580529;;16
14965.0;15457.0;Undirected;580530;;16
14965.0;15503.0;Undirected;580531;;4
14965.0;15520.0;Undirected;580532;;8
14965.0;15664.0;Undirected;580533;;2
14965.0;15976.0;Undirected;580534;;18
14965.0;16056.0;Undirected;580535;;10
14965.0;16212.0;Undirected;580536;;2
14965.0;16222.0;Undirected;580537;;32
14965.0;16374.0;Undirected;580538;;26
14965.0;16399.0;Undirected;580539;;10
14965.0;16788.0;Undirected;580540;;30
14965.0;17189.0;Undirected;580541;;12
14965.0;17486.0;Undirected;580542;;4
14965.0;17507.0;Undirected;580543;;24
14965.0;17604.0;Undirected;580544;;16
14965.0;17786.0;Undirected;580545;;12
14965.0;17889.0;Undirected;580546;;2
14965.0;18228.0;Undirected;580547;;6
15092.0;15303.0;Undirected;580562;;4
15092.0;15406.0;Undirected;580563;;4
15092.0;15457.0;Undirected;580564;;4
15092.0;15503.0;Undirected;580565;;2
15092.0;15520.0;Undirected;580566;;4
15092.0;15664.0;Undirected;580567;;2
15092.0;15976.0;Undirected;580568;;6
15092.0;16056.0;Undirected;580569;;2
15092.0;16212.0;Undirected;580570;;2
15092.0;16222.0;Undirected;580571;;8
15092.0;16374.0;Undirected;580572;;2
15092.0;16399.0;Undirected;580573;;4
15092.0;16788.0;Undirected;580574;;8
15092.0;17189.0;Undirected;580575;;4
15092.0;17486.0;Undirected;580576;;2
15092.0;17507.0;Undirected;580577;;6
15092.0;17604.0;Undirected;580578;;6
15092.0;17786.0;Undirected;580579;;2
15092.0;17889.0;Undirected;580580;;2
15092.0;18228.0;Undirected;580581;;2
15303.0;15406.0;Undirected;580597;;10
15303.0;15457.0;Undirected;580598;;6
15303.0;15503.0;Undirected;580599;;2
15303.0;15520.0;Undirected;580600;;6
15303.0;15664.0;Undirected;580601;;2
15303.0;15976.0;Undirected;580602;;14
15303.0;16056.0;Undirected;580603;;6
15303.0;16212.0;Undirected;580604;;4
15303.0;16222.0;Undirected;580605;;14
15303.0;16374.0;Undirected;580606;;6
15303.0;16399.0;Undirected;580607;;8
15303.0;16788.0;Undirected;580608;;8
15303.0;17189.0;Undirected;580609;;4
15303.0;17486.0;Undirected;580610;;4
15303.0;17507.0;Undirected;580611;;12
15303.0;17604.0;Undirected;580612;;12
15303.0;17786.0;Undirected;580613;;10
15303.0;17889.0;Undirected;580614;;2
15303.0;18228.0;Undirected;580615;;8
15406.0;15457.0;Undirected;580632;;8
15406.0;15503.0;Undirected;580633;;2
15406.0;15520.0;Undirected;580634;;6
15406.0;15664.0;Undirected;580635;;2
15406.0;15976.0;Undirected;580636;;12
15406.0;16056.0;Undirected;580637;;4
15406.0;16212.0;Undirected;580638;;2
15406.0;16222.0;Undirected;580639;;16
15406.0;16374.0;Undirected;580640;;6
15406.0;16399.0;Undirected;580641;;12
15406.0;16788.0;Undirected;580642;;14
15406.0;17189.0;Undirected;580643;;2
15406.0;17486.0;Undirected;580644;;4
15406.0;17507.0;Undirected;580645;;14
15406.0;17604.0;Undirected;580646;;14
15406.0;17786.0;Undirected;580647;;12
15406.0;17889.0;Undirected;580648;;2
15406.0;18228.0;Undirected;580649;;8
15457.0;15503.0;Undirected;580667;;8
15457.0;15520.0;Undirected;580668;;10
15457.0;15664.0;Undirected;580669;;4
15457.0;15976.0;Undirected;580670;;32
15457.0;16056.0;Undirected;580671;;14
15457.0;16212.0;Undirected;580672;;10
15457.0;16222.0;Undirected;580673;;28
15457.0;16374.0;Undirected;580674;;12
15457.0;16399.0;Undirected;580675;;18
15457.0;16788.0;Undirected;580676;;30
15457.0;17189.0;Undirected;580677;;2
15457.0;17486.0;Undirected;580678;;6
15457.0;17507.0;Undirected;580679;;28
15457.0;17604.0;Undirected;580680;;18
15457.0;17786.0;Undirected;580681;;22
15457.0;17889.0;Undirected;580682;;2
15457.0;18228.0;Undirected;580683;;6
15503.0;15520.0;Undirected;580702;;2
15503.0;15664.0;Undirected;580703;;2
15503.0;15976.0;Undirected;580704;;4
15503.0;16056.0;Undirected;580705;;2
15503.0;16212.0;Undirected;580706;;6
15503.0;16222.0;Undirected;580707;;4
15503.0;16374.0;Undirected;580708;;16
15503.0;16399.0;Undirected;580709;;4
15503.0;16788.0;Undirected;580710;;16
15503.0;17189.0;Undirected;580711;;4
15503.0;17486.0;Undirected;580712;;2
15503.0;17507.0;Undirected;580713;;8
15503.0;17604.0;Undirected;580714;;4
