Id;Label;modularity_class;Degree
72800B;;6;28
72800E;;6;49
84509B;;0;2
20679;;3;178
20886;;2;121
21135;;2;159
21260;;2;87
21397;;2;12
21415;;2;29
21584;;0;288
21586;;2;89
21710;;1;52
21876;;0;36
21894;;3;51
21901;;2;279
21902;;2;200
21928;;1;205
22061;;2;72
22063;;2;16
22066;;2;86
22076;;0;119
22192;;2;91
22288;;2;85
22379;;1;78
22381;;1;113
22434;;0;106
22441;;0;283
22465;;2;39
22578;;6;433
22588;;6;138
22641;;0;34
22649;;2;73
22664;;1;8
22671;;2;39
22697;;4;377
22698;;4;278
22734;;0;355
22902;;0;89
22943;;0;80
22995;;3;40
22997;;3;81
22999;;3;62
23000;;3;93
23004;;3;45
23005;;3;49
23035;;1;126
23044;;0;9
23178;;3;14
23211;;6;46
23264;;6;175
23266;;6;253
23426;;2;99
23497;;3;94
23504;;0;259
23511;;0;126
23570;;0;251
37449;;2;80
48138;;2;268
48194;;2;253
82580;;2;263
82581;;2;206
84674;;2;19
84792;;2;143
84813;;2;10
85174;;2;58
85175;;2;77
15044B;;1;17
47563A;;2;21
85136A;;3;13
20682;;1;32
20686;;0;16
21749;;1;52
22567;;1;142
22957;;2;87
23204;;1;56
20684;;3;3
20979;;1;215
20754;;2;158
20970;;0;52
21066;;2;15
21116;;2;105
21165;;2;285
21216;;2;123
21218;;2;133
21411;;2;134
21430;;2;152
21523;;2;139
21524;;2;197
21527;;2;56
21531;;2;91
21537;;2;68
21624;;2;110
21672;;2;93
21713;;2;127
21730;;6;96
21955;;2;75
21967;;1;148
22024;;0;17
22029;;0;90
22037;;0;59
22081;;6;74
22087;;2;72
22120;;2;112
22195;;1;150
22196;;1;132
22199;;2;47
22252;;0;33
22283;;2;93
22329;;1;26
22348;;2;107
22354;;2;2
22365;;2;55
22366;;2;69
22386;;1;298
22414;;2;18
22424;;2;192
22427;;2;352
22446;;0;11
22460;;6;27
22478;;3;97
22480;;2;84
22485;;2;82
22487;;2;391
22488;;2;178
22499;;2;215
22507;;2;311
22510;;2;22
22570;;0;42
22585;;0;403
22594;;6;75
22596;;6;169
22610;;1;21
22623;;0;188
22627;;2;131
22636;;0;71
22673;;3;42
22689;;2;44
22690;;2;146
22691;;2;7
22692;;2;149
22712;;0;35
22792;;6;45
22838;;2;66
22839;;2;121
22840;;2;191
22851;;2;108
22899;;1;163
22904;;0;183
22915;;2;62
22928;;2;60
22939;;2;82
22965;;2;164
22990;;2;92
23029;;1;35
23060;;6;23
23067;;6;39
23068;;2;95
23077;;0;130
23090;;6;129
23091;;6;186
23108;;1;229
23114;;6;33
23166;;4;62
23197;;0;226
23212;;6;75
23213;;6;105
23217;;6;87
23236;;4;69
23283;;2;64
23306;;4;94
23307;;0;284
23414;;2;28
23480;;1;55
23494;;0;144
37448;;2;33
48111;;2;62
48116;;2;15
48129;;2;173
48184;;2;95
48185;;2;103
48187;;2;407
48188;;2;123
79067;;2;3
82486;;2;179
84744;;0;10
84949;;6;195
85054;;2;14
47503A;;1;159
48173C;;2;65
84970S;;2;182
85071B;;3;52
85071C;;3;34
C2;;2;21
22737;;0;175
23082;;0;217
37446;;2;66
20694;;2;2
20705;;0;21
20695;;1;7
21577;;0;60
20696;;0;1
22483;;0;45
20699;;0;6
22117;;2;63
20702;;2;6
22084;;2;169
20704;;0;14
22498;;2;48
22530;;0;181
22701;;2;44
22452;;0;19
23176;;0;204
35912B;;2;8
20707;;1;7
20998;;4;11
22906;;0;266
84596E;;1;15
20711;;1;63
20713;;1;67
20726;;1;141
21811;;6;79
21929;;1;229
21930;;1;183
22092;;3;110
22096;;3;72
22243;;2;13
22320;;1;59
23146;;2;217
23200;;1;192
23399;;6;74
47504K;;1;188
20717;;1;106
20751;;2;266
20978;;1;139
20981;;1;114
21114;;2;114
21249;;1;34
21619;;3;184
21975;;1;185
22156;;2;74
22295;;2;116
22409;;2;32
22471;;1;20
22474;;1;78
22505;;2;135
22533;;0;37
22951;;1;145
22991;;0;191
23014;;6;132
23079;;0;69
23085;;0;76
23165;;4;90
23268;;6;28
23296;;4;196
23328;;6;184
23333;;6;187
23376;;0;68
23433;;0;48
23475;;1;9
47574A;;2;65
47599B;;1;33
85035C;;2;126
21098;;0;185
21981;;1;66
22089;;2;103
22661;;1;43
85053;;2;95
47566B;;2;142
84884A;;3;46
20716;;1;3
21164;;2;220
21669;;2;35
21670;;1;85
21707;;1;51
21935;;1;75
21983;;1;102
21984;;1;113
22231;;2;108
22352;;1;129
22494;;2;56
22855;;2;92
22963;;4;97
35915C;;2;7
72802B;;2;57
72803A;;2;51
20977;;1;76
21192;;1;17
21340;;2;193
21374;;1;42
21429;;0;169
21539;;2;89
21561;;1;54
21615;;3;113
21704;;0;106
21756;;2;134
21792;;2;30
21934;;1;38
21976;;1;31
22083;;0;234
22127;;2;9
22249;;2;52
22256;;2;25
22258;;1;8
22276;;1;12
22278;;1;54
22437;;1;102
22526;;2;28
22564;;0;128
22579;;6;226
22622;;0;296
22796;;2;142
22799;;2;43
22913;;2;77
22914;;2;96
22925;;2;173
23194;;0;228
23302;;2;125
23329;;6;174
23332;;6;246
23412;;1;32
82483;;2;272
17107D;;0;35
72807B;;2;122
84509A;;2;90
21055;;0;42
21578;;1;16
22115;;2;149
22167;;2;21
22274;;0;117
22279;;1;5
22464;;2;128
22522;;2;147
22700;;2;42
23247;;0;139
23388;;1;55
47590A;;1;92
22500;;2;184
22842;;2;85
84459B;;2;64
85231B;;0;63
21042;;2;52
21067;;2;8
21156;;1;170
21558;;1;115
22072;;2;58
22097;;3;99
22175;;0;46
22224;;2;34
22325;;2;87
22445;;1;10
22947;;0;17
23239;;6;30
23265;;6;205
23391;;0;54
23407;;6;91
23424;;0;133
84508A;;1;2
21259;;2;80
21329;;0;200
21471;;2;61
21673;;2;25
21870;;2;69
21883;;0;64
21917;;0;82
22170;;2;77
22268;;1;66
22271;;0;87
22277;;0;13
22306;;0;124
22307;;0;75
22410;;2;14
22497;;2;99
22501;;2;165
22639;;0;196
22680;;2;23
22784;;2;213
22979;;4;167
23110;;2;52
23127;;0;140
23132;;2;199
23133;;2;106
23135;;2;21
23144;;6;58
23145;;6;14
23162;;4;73
23170;;4;119
23171;;4;113
23172;;4;75
23174;;4;84
23221;;6;45
23320;;0;271
23341;;2;82
23358;;2;42
23374;;0;52
23427;;6;72
23438;;0;47
23469;;6;56
23541;;6;46
23543;;0;42
35924;;1;16
82567;;2;50
82578;;2;178
84950;;3;21
72760B;;2;50
84030E;;2;237
84279P;;1;79
84596G;;2;70
84970L;;2;91
85032A;;0;34
21877;;0;112
22068;;1;59
22179;;1;32
22267;;2;15
22286;;2;104
22287;;2;11
22359;;2;43
22361;;2;70
22362;;2;74
22779;;0;92
22780;;2;42
23013;;6;99
23292;;0;47
23360;;0;43
23465;;6;21
85232A;;2;14
20764;;2;32
21158;;2;153
21207;;1;54
21287;;6;104
21465;;1;48
21504;;1;30
21884;;0;13
21904;;2;21
21942;;1;20
21948;;1;8
21949;;1;12
22064;;2;25
22069;;1;11
22116;;2;52
22165;;1;3
22186;;6;99
22327;;1;41
22332;;1;28
22350;;1;34
22360;;0;145
22435;;0;185
22475;;1;57
22569;;0;85
22650;;1;33
22795;;2;116
22846;;2;85
22978;;2;123
22982;;2;36
23002;;3;46
23032;;1;51
23053;;4;29
23081;;0;172
23102;;6;143
23128;;0;97
23168;;4;43
23230;;0;52
23280;;0;55
23285;;1;44
23336;;1;32
23338;;0;59
23436;;0;19
23437;;0;48
72807C;;2;112
85071A;;3;50
85230B;;1;1
21043;;1;17
21115;;2;96
21355;;2;41
21494;;0;64
21519;;0;36
22123;;0;27
22426;;2;132
22581;;6;24
22591;;6;29
22699;;4;389
22702;;1;2
22741;;2;30
22813;;0;85
22897;;2;87
22956;;3;140
23163;;4;46
23164;;4;37
23173;;4;109
23373;;0;29
35961;;2;54
84987;;2;172
85089;;1;3
85096;;1;8
20967;;0;20
20969;;0;70
21110;;3;90
21137;;4;24
21197;;2;6
21231;;2;137
21354;;2;4
21466;;2;50
21563;;1;64
21576;;0;18
21668;;2;46
21671;;2;86
21700;;2;9
21871;;0;55
22151;;6;118
22169;;2;149
22193;;2;50
22312;;0;68
22449;;0;69
22572;;6;85
22668;;2;80
22677;;2;24
22731;;0;137
22771;;2;81
22798;;0;134
22810;;0;147
22812;;0;93
22826;;1;10
22911;;0;63
22923;;2;15
22983;;0;208
23152;;2;117
23242;;0;54
23299;;0;34
23490;;6;102
23512;;0;94
23514;;0;89
84828;;0;27
85203;;2;28
72807A;;2;76
85232D;;1;22
21054;;0;4
22128;;0;34
22377;;0;24
22613;;1;19
22841;;2;100
22890;;2;84
22994;;3;26
23291;;0;55
23473;;1;6
23491;;6;43
84078A;;2;22
21179;;2;58
21640;;0;29
21647;;3;13
21793;;1;41
21845;;2;39
22107;;0;50
22735;;0;100
23419;;6;63
23484;;2;1
23533;;4;10
72122;;3;33
72127;;3;25
72128;;3;59
85035B;;2;50
85231G;;3;10
21417;;3;22
22730;;4;157
23065;;2;42
23066;;2;9
23130;;6;146
21111;;2;18
21248;;2;85
21872;;4;29
21875;;0;16
22185;;2;72
22251;;2;55
22520;;2;62
22582;;0;60
22670;;2;117
23096;;6;19
23237;;0;21
79000;;4;22
84520B;;2;39
20756;;0;14
22322;;0;5
20759;;0;2
21497;;0;57
20765;;6;47
23233;;0;34
20766;;6;20
21159;;2;77
22241;;2;118
20763;;2;15
21162;;2;117
21801;;6;10
21802;;6;22
21807;;6;8
22247;;2;29
21679;;1;67
23454;;6;37
84051;;0;39
85038;;2;85
20767;;6;40
22027;;0;63
23330;;6;166
20768;;6;24
20769;;6;18
20772;;2;8
23489;;0;89
23006;;3;50
20774;;2;7
20780;;2;1
20781;;2;1
20798;;1;1
20801;;4;2
20802;;4;6
21320;;4;2
22778;;0;21
20819;;0;2
20829;;2;56
21106;;0;39
21107;;0;102
21470;;2;68
21617;;3;64
21786;;0;29
21821;;6;44
21881;;0;23
21944;;1;11
21987;;1;42
22028;;0;37
22154;;6;53
22183;;0;1
22255;;0;8
22262;;2;37
22430;;2;96
22450;;0;17
22762;;2;27
22802;;0;8
22924;;2;39
22967;;2;61
23025;;1;18
23092;;2;45
23224;;6;17
23229;;0;135
23498;;3;24
79163;;0;4
79164;;0;3
84212;;1;34
84218;;2;25
84356;;0;4
47594B;;0;12
72349B;;2;67
84247N;;0;13
84459A;;2;180
84508B;;0;4
85124B;;2;34
85124C;;2;40
90178A;;6;3
21499;;4;29
22763;;2;35
85199S;;6;95
20831;;2;1
20832;;1;16
20837;;1;1
20838;;0;4
20839;;6;4
85130D;;6;13
20840;;2;3
35965;;2;8
20846;;6;12
23331;;6;81
20854;;2;1
20856;;0;2
21051;;0;30
20866;;3;4
20867;;0;2
20868;;0;8
20869;;0;3
20931;;2;26
21378;;6;9
22442;;2;68
22443;;2;47
22496;;2;39
22703;;2;9
22824;;2;18
20902;;2;1
20903;;2;1
20932;;2;19
20934;;2;7
22284;;2;36
72799E;;3;88
85036A;;2;67
22524;;2;26
22525;;2;20
85040B;;2;13
85206A;;2;28
20941;;2;10
20956;;6;62
21803;;6;15
21804;;6;71
22070;;0;20
22071;;0;40
22121;;6;76
22152;;6;49
22574;;6;88
22593;;6;71
22696;;6;122
23129;;6;95
23270;;6;54
47593B;;6;11
84031B;;2;22
20966;;3;6
22198;;3;12
84625C;;3;5
22272;;0;24
21078;;2;105
22977;;3;61
21201;;1;13
21467;;2;47
21469;;2;29
21878;;2;45
22340;;0;26
22420;;0;49
22642;;0;89
22822;;2;88
22905;;0;51
22931;;2;52
23046;;0;30
23048;;0;114
23119;;4;13
23311;;0;164
23382;;0;90
23513;;0;61
23515;;0;98
23517;;0;47
84497;;0;8
16169M;;0;3
17164B;;0;1
21408;;2;39
23434;;0;77
85178;;0;49
16156S;;4;33
84509C;;0;16
21058;;0;29
21880;;0;54
22217;;2;36
22529;;0;57
22576;;6;89
22938;;2;179
23312;;0;71
23334;;6;57
23582;;0;62
23597;;0;18
17091J;;0;47
47310M;;0;6
21211;;1;20
21224;;1;17
21544;;1;49
21879;;0;40
21988;;1;26
21989;;1;32
21991;;0;128
22080;;6;125
22261;;2;37
22461;;2;2
22601;;6;81
23368;;0;43
23516;;0;75
17090D;;0;4
21500;;4;42
22227;;2;60
22948;;2;15
23012;;6;113
23445;;0;21
85106;;2;2
18098C;;1;8
85049D;;2;33
85185B;;0;27
20980;;1;7
21065;;3;16
21581;;1;12
22316;;1;15
22801;;0;114
23507;;0;13
22163;;2;15
85059;;1;24
15058B;;1;5
85036C;;2;126
85071D;;3;35
85183B;;3;19
21398;;1;6
23452;;1;7
72799F;;3;19
72802A;;2;37
90184B;;2;2
21068;;0;22
21070;;6;36
21391;;2;48
21945;;1;10
22100;;3;32
22942;;0;55
22975;;3;88
23075;;0;22
23451;;0;2
37476;;1;7
22829;;6;55
22976;;0;36
23147;;2;137
23148;;2;61
23482;;6;17
23518;;0;60
84559A;;1;10
20996;;2;19
21613;;3;17
21809;;6;33
22266;;2;35
22538;;0;7
22546;;0;28
85176;;0;24
84663A;;1;3
85017B;;3;17
85025C;;2;8
22311;;0;20
21306;;0;22
22031;;0;14
22032;;0;27
22716;;0;70
22814;;0;19
23186;;4;24
23227;;2;17
37340;;0;16
70006;;0;6
84536B;;0;26
21382;;6;23
84817;;4;10
84820;;4;16
21002;;0;5
22604;;0;101
22732;;0;110
21012;;0;32
23496;;0;14
21014;;6;36
21147;;3;18
21808;;6;26
22065;;6;32
22119;;6;24
22592;;6;64
22945;;6;107
22232;;2;30
21026;;1;3
21027;;1;3
84548;;1;3
21028;;5;2
21030;;5;2
21032;;5;2
21033;;1;23
22055;;2;58
47567B;;2;18
21157;;2;2
21711;;1;24
22481;;6;71
84673A;;1;8
84673B;;1;26
21399;;1;8
21060;;0;21
21062;;0;14
85032B;;0;27
85032C;;0;20
21063;;0;16
22334;;0;15
23116;;0;11
22852;;2;38
22853;;2;61
23394;;6;72
21367;;0;14
21368;;0;14
22048;;0;6
22815;;0;26
21071;;2;26
21069;;2;1
23553;;0;46
84849D;;2;59
21658;;2;64
22428;;4;30
35241;;2;2
85135C;;6;10
22250;;2;24
22760;;6;21
22794;;2;61
85187;;2;42
35915B;;2;8
21088;;4;16
21774;;2;5
21775;;0;10
21194;;1;11
21209;;1;9
21096;;4;18
21973;;4;2
23252;;4;61
21089;;0;4
23564;;0;29
22949;;2;30
79190D;;4;7
22041;;4;8
22099;;3;68
22108;;0;1
23058;;6;22
23581;;0;81
79160;;0;6
84341B;;0;28
21109;;3;22
22937;;2;122
21112;;0;22
22807;;2;80
23661;;0;17
37501;;2;3
22230;;2;31
22233;;2;56
22236;;2;26
22944;;0;44
23187;;4;16
23393;;6;171
23406;;2;32
35646;;2;13
37500;;2;12
47585A;;3;2
71496B;;2;8
84931B;;0;12
85049F;;2;24
21363;;2;90
21358;;2;23
21580;;1;7
22318;;2;43
22403;;2;12
22930;;2;76
23398;;6;27
47580;;2;26
22511;;2;20
22854;;2;80
35001G;;2;7
90184C;;2;3
21905;;2;75
23297;;4;18
37495;;4;22
